Variable,ADF Statistic,p-value,ADF Stationarity
pelvis XPOS,-2.8293306293142786,0.05420469695965332,Non-Stationary
pelvis YPOS,-3.086980789264128,0.027531791518509423,Stationary
pelvis ZPOS,-3.1901976842633997,0.020559133265648587,Stationary
pelvis XROT,nan,-1,Constant
pelvis YROT,nan,-1,Constant
pelvis ZROT,-3.138949263433714,0.023801854366756865,Stationary
spine XPOS,nan,-1,Constant
spine YPOS,nan,-1,Constant
spine ZPOS,nan,-1,Constant
spine XROT,-1.8547833728017875,0.3536220291177251,Non-Stationary
spine YROT,-2.3578087961382703,0.15400023511879052,Non-Stationary
spine ZROT,-2.556100087006743,0.10241410280824481,Non-Stationary
spine.001 XROT,-7.408440344050103,7.240245505315735e-11,Stationary
spine.001 YROT,-4.300087103636892,0.0004440580923458187,Stationary
spine.001 ZROT,-4.479837336709089,0.0002138104546695374,Stationary
neck XPOS,nan,-1,Constant
neck YPOS,nan,-1,Constant
neck ZPOS,nan,-1,Constant
neck XROT,-6.804111934799979,2.198951729312133e-09,Stationary
neck YROT,-3.5760872757048423,0.006234992117447646,Stationary
neck ZROT,-3.2916746702621964,0.015254743272402489,Stationary
face XPOS,nan,-1,Constant
face YPOS,nan,-1,Constant
face ZPOS,nan,-1,Constant
face XROT,-5.139047839482607,1.1693990178807984e-05,Stationary
face YROT,nan,-1,Constant
face ZROT,nan,-1,Constant
shoulder.L XPOS,nan,-1,Constant
shoulder.L YPOS,nan,-1,Constant
shoulder.L ZPOS,nan,-1,Constant
shoulder.L XROT,-1.7911061127957815,0.38488611620173707,Non-Stationary
shoulder.L YROT,-2.5080048861169284,0.11353877847263466,Non-Stationary
shoulder.L ZROT,-2.9060638730092263,0.04464738194974373,Stationary
upper_arm.L XPOS,nan,-1,Constant
upper_arm.L YPOS,nan,-1,Constant
upper_arm.L ZPOS,nan,-1,Constant
upper_arm.L XROT,-5.583010396535078,1.3828833603107653e-06,Stationary
upper_arm.L YROT,-4.243716736854691,0.000555192026243214,Stationary
upper_arm.L ZROT,-5.689869634091669,8.117692463718149e-07,Stationary
forearm.L XPOS,nan,-1,Constant
forearm.L YPOS,nan,-1,Constant
forearm.L ZPOS,nan,-1,Constant
forearm.L XROT,-5.474618383030956,2.3568493196122438e-06,Stationary
forearm.L YROT,-4.658584699985617,0.00010059296223211071,Stationary
forearm.L ZROT,-11.934644449757082,4.6934354278490185e-22,Stationary
shoulder.R XPOS,nan,-1,Constant
shoulder.R YPOS,nan,-1,Constant
shoulder.R ZPOS,nan,-1,Constant
shoulder.R XROT,-1.6956284484097217,0.43336622765225974,Non-Stationary
shoulder.R YROT,-2.458223385713212,0.12597263895771388,Non-Stationary
shoulder.R ZROT,-2.7594368709671806,0.06430558914329364,Non-Stationary
upper_arm.R XPOS,nan,-1,Constant
upper_arm.R YPOS,nan,-1,Constant
upper_arm.R ZPOS,nan,-1,Constant
upper_arm.R XROT,-4.446266837871318,0.00024560098370538023,Stationary
upper_arm.R YROT,-5.918061223366257,2.544885843590013e-07,Stationary
upper_arm.R ZROT,-4.613141210192901,0.0001221541196759054,Stationary
forearm.R XPOS,nan,-1,Constant
forearm.R YPOS,nan,-1,Constant
forearm.R ZPOS,nan,-1,Constant
forearm.R XROT,-3.1141400586583248,0.02552430434640738,Stationary
forearm.R YROT,-2.07636766368273,0.25412283148982795,Non-Stationary
forearm.R ZROT,-15.609531430355782,1.7870620597507142e-28,Stationary
pelvis.L XPOS,nan,-1,Constant
pelvis.L YPOS,nan,-1,Constant
pelvis.L ZPOS,nan,-1,Constant
pelvis.L XROT,-2.8400504949018024,0.05277665197859018,Non-Stationary
pelvis.L YROT,nan,-1,Constant
pelvis.L ZROT,nan,-1,Constant
pelvis.R XPOS,nan,-1,Constant
pelvis.R YPOS,nan,-1,Constant
pelvis.R ZPOS,nan,-1,Constant
pelvis.R XROT,-2.8647100460515027,0.04960833337590464,Stationary
pelvis.R YROT,nan,-1,Constant
pelvis.R ZROT,nan,-1,Constant
thigh.L XPOS,nan,-1,Constant
thigh.L YPOS,nan,-1,Constant
thigh.L ZPOS,-2.9040997308337233,0.04487332742051887,Stationary
thigh.L XROT,-4.031643940261374,0.0012535836625299196,Stationary
thigh.L YROT,-3.48225838815905,0.00845459964685741,Stationary
thigh.L ZROT,-2.9841608436690494,0.03640028824356692,Stationary
shin.L XPOS,nan,-1,Constant
shin.L YPOS,nan,-1,Constant
shin.L ZPOS,nan,-1,Constant
shin.L XROT,-4.0286849875729,0.001267536471307157,Stationary
shin.L YROT,-1.7649045388775555,0.3980194868742323,Non-Stationary
shin.L ZROT,-3.715843970429147,0.003895734206478819,Stationary
foot.L XROT,-4.085156899400835,0.0010247096065918975,Stationary
foot.L YROT,-3.553823451763732,0.006707725055549585,Stationary
foot.L ZROT,-4.214986317984835,0.0006214517876888523,Stationary
heel.02.L XROT,-4.250685552184472,0.0005401544142225047,Stationary
heel.02.L YROT,-4.266640398165243,0.0005071591451858647,Stationary
heel.02.L ZROT,-4.682767265081115,9.065434344406196e-05,Stationary
thigh.R XPOS,nan,-1,Constant
thigh.R YPOS,nan,-1,Constant
thigh.R ZPOS,-2.888216939405253,0.04673546487015825,Stationary
thigh.R XROT,-2.4818552413504795,0.11995178882523583,Non-Stationary
thigh.R YROT,-2.7755129026376317,0.061857603113459766,Non-Stationary
thigh.R ZROT,-1.506328752346311,0.5303783047720197,Non-Stationary
shin.R XPOS,nan,-1,Constant
shin.R YPOS,nan,-1,Constant
shin.R ZPOS,nan,-1,Constant
shin.R XROT,-3.1896831128980168,0.020589681792571864,Stationary
shin.R YROT,-2.6388345620713842,0.08523359481269027,Non-Stationary
shin.R ZROT,-1.2534956180620662,0.6501707152741355,Non-Stationary
foot.R XROT,-2.187388237927119,0.2108545995105166,Non-Stationary
foot.R YROT,-3.417199246333198,0.01038633872330973,Stationary
foot.R ZROT,-4.622537574971152,0.00011736244878130192,Stationary
heel.02.R XROT,-3.9723767286536518,0.0015622659590442743,Stationary
heel.02.R YROT,-3.647896258081886,0.004908678148872216,Stationary
heel.02.R ZROT,-2.80750567988949,0.05720960774857649,Non-Stationary
