Variable,ADF Statistic,p-value,ADF Stationarity
pelvis XPOS,-5.969452697949583,1.9519632468489515e-07,Stationary
pelvis YPOS,-3.782993125815374,0.003086189925363787,Stationary
pelvis ZPOS,-8.025241057452892,2.0256271124523003e-12,Stationary
pelvis XROT,nan,-1,Constant
pelvis YROT,nan,-1,Constant
pelvis ZROT,-3.3503099764380684,0.01277403025526729,Stationary
spine XPOS,nan,-1,Constant
spine YPOS,nan,-1,Constant
spine ZPOS,nan,-1,Constant
spine XROT,-4.815896517332436,5.070307124277327e-05,Stationary
spine YROT,-3.7244656922775814,0.0037818908613113764,Stationary
spine ZROT,-4.262307617282275,0.000515926433743595,Stationary
spine.001 XROT,-5.976381290378992,1.8831875468302994e-07,Stationary
spine.001 YROT,-4.183543030834868,0.0007024634234349392,Stationary
spine.001 ZROT,-4.17181031830339,0.0007351582065607532,Stationary
neck XPOS,nan,-1,Constant
neck YPOS,nan,-1,Constant
neck ZPOS,nan,-1,Constant
neck XROT,-6.171431286023929,6.790334930981136e-08,Stationary
neck YROT,-3.2800888386699008,0.01579230523301901,Stationary
neck ZROT,-3.2299682297731076,0.01831422665030829,Stationary
face XPOS,nan,-1,Constant
face YPOS,nan,-1,Constant
face ZPOS,nan,-1,Constant
face XROT,-5.007371346421981,2.1459602830437037e-05,Stationary
face YROT,nan,-1,Constant
face ZROT,nan,-1,Constant
shoulder.L XPOS,nan,-1,Constant
shoulder.L YPOS,nan,-1,Constant
shoulder.L ZPOS,nan,-1,Constant
shoulder.L XROT,-6.209019247254164,5.5662497984194794e-08,Stationary
shoulder.L YROT,-7.21521014151843,2.1821950912189917e-10,Stationary
shoulder.L ZROT,-6.417968069725737,1.821238727334139e-08,Stationary
upper_arm.L XPOS,nan,-1,Constant
upper_arm.L YPOS,nan,-1,Constant
upper_arm.L ZPOS,nan,-1,Constant
upper_arm.L XROT,-3.9002033810691294,0.0020333508433859056,Stationary
upper_arm.L YROT,-1.7277326222765073,0.41688340041541,Non-Stationary
upper_arm.L ZROT,-3.694421674075187,0.004192305994479016,Stationary
forearm.L XPOS,nan,-1,Constant
forearm.L YPOS,nan,-1,Constant
forearm.L ZPOS,nan,-1,Constant
forearm.L XROT,-4.0107849887636435,0.0013550789343248339,Stationary
forearm.L YROT,-4.633115735665747,0.00011218293989372297,Stationary
forearm.L ZROT,-2.5826961227079726,0.09662662525315513,Non-Stationary
shoulder.R XPOS,nan,-1,Constant
shoulder.R YPOS,nan,-1,Constant
shoulder.R ZPOS,nan,-1,Constant
shoulder.R XROT,-6.29214684610066,3.5775968715196145e-08,Stationary
shoulder.R YROT,-7.145003300795358,3.249940556337067e-10,Stationary
shoulder.R ZROT,-6.359507106179446,2.4945871106031478e-08,Stationary
upper_arm.R XPOS,nan,-1,Constant
upper_arm.R YPOS,nan,-1,Constant
upper_arm.R ZPOS,nan,-1,Constant
upper_arm.R XROT,-6.571327375383937,7.922572723505355e-09,Stationary
upper_arm.R YROT,-6.689344774748561,4.147587342550858e-09,Stationary
upper_arm.R ZROT,-6.453628954042496,1.5020983029570056e-08,Stationary
forearm.R XPOS,nan,-1,Constant
forearm.R YPOS,nan,-1,Constant
forearm.R ZPOS,nan,-1,Constant
forearm.R XROT,-8.454518841956437,1.628433008314044e-13,Stationary
forearm.R YROT,-4.642348941106317,0.00010784110345286255,Stationary
forearm.R ZROT,-15.288264012521374,4.479742668862235e-28,Stationary
pelvis.L XPOS,nan,-1,Constant
pelvis.L YPOS,nan,-1,Constant
pelvis.L ZPOS,nan,-1,Constant
pelvis.L XROT,-4.78802484085766,5.732845714946698e-05,Stationary
pelvis.L YROT,nan,-1,Constant
pelvis.L ZROT,nan,-1,Constant
pelvis.R XPOS,nan,-1,Constant
pelvis.R YPOS,nan,-1,Constant
pelvis.R ZPOS,nan,-1,Constant
pelvis.R XROT,-4.222283238626016,0.0006039516506068795,Stationary
pelvis.R YROT,nan,-1,Constant
pelvis.R ZROT,nan,-1,Constant
thigh.L XPOS,nan,-1,Constant
thigh.L YPOS,nan,-1,Constant
thigh.L ZPOS,nan,-1,Constant
thigh.L XROT,-4.1482481902019765,0.000805179888835631,Stationary
thigh.L YROT,-4.2513257501430255,0.0005387923871043637,Stationary
thigh.L ZROT,-3.796116004133625,0.0029473042700955544,Stationary
shin.L XPOS,nan,-1,Constant
shin.L YPOS,nan,-1,Constant
shin.L ZPOS,nan,-1,Constant
shin.L XROT,-4.104966643352026,0.0009503774908250713,Stationary
shin.L YROT,-5.320364026184122,4.968130051642978e-06,Stationary
shin.L ZROT,-4.2766725529834915,0.00048739552528216163,Stationary
foot.L XROT,-4.2353135677967755,0.0005738492772219997,Stationary
foot.L YROT,-3.655981722062292,0.004776682205652062,Stationary
foot.L ZROT,-3.586599537852043,0.006022444624090079,Stationary
heel.02.L XROT,-3.995228793508852,0.0014357017856410352,Stationary
heel.02.L YROT,-3.375689537185128,0.011816063354491839,Stationary
heel.02.L ZROT,-4.8335714563588486,4.6889401931659346e-05,Stationary
thigh.R XPOS,nan,-1,Constant
thigh.R YPOS,nan,-1,Constant
thigh.R ZPOS,nan,-1,Constant
thigh.R XROT,-3.2221774294313614,0.01873632057666989,Stationary
thigh.R YROT,-5.275834531804061,6.143366028602168e-06,Stationary
thigh.R ZROT,-3.3769160215873137,0.011771429913240117,Stationary
shin.R XPOS,nan,-1,Constant
shin.R YPOS,nan,-1,Constant
shin.R ZPOS,nan,-1,Constant
shin.R XROT,-3.920372675397763,0.0018899274929526783,Stationary
shin.R YROT,-3.6047797165454485,0.005670304557967356,Stationary
shin.R ZROT,-3.8657984237954266,0.002301478142432161,Stationary
foot.R XROT,-4.992707379343657,2.2942635858094068e-05,Stationary
foot.R YROT,-4.562062540123305,0.00015164462319890084,Stationary
foot.R ZROT,-3.779358376907176,0.0031257087200356,Stationary
heel.02.R XROT,-3.299048193308676,0.014921073923583853,Stationary
heel.02.R YROT,-2.5817534380274707,0.09682740631452735,Non-Stationary
heel.02.R ZROT,-3.655735071425601,0.004780660498743472,Stationary
