Variable,ADF Statistic,p-value,ADF Stationarity
pelvis XPOS,-4.879829503863157,3.816809942161542e-05,Stationary
pelvis YPOS,-5.203401593575749,8.652577607244596e-06,Stationary
pelvis ZPOS,-6.766243451088725,2.712581359940216e-09,Stationary
pelvis XROT,nan,-1,Constant
pelvis YROT,nan,-1,Constant
pelvis ZROT,-4.41867491358048,0.00027504029635367505,Stationary
spine XPOS,nan,-1,Constant
spine YPOS,nan,-1,Constant
spine ZPOS,nan,-1,Constant
spine XROT,-5.683594528597496,8.377238600581128e-07,Stationary
spine YROT,-9.453566999745638,4.547875775705212e-16,Stationary
spine ZROT,-6.588077832745921,7.2297202427123355e-09,Stationary
spine.001 XROT,-12.381564088784327,5.015598129963481e-23,Stationary
spine.001 YROT,-6.847272765687975,1.7299394728129137e-09,Stationary
spine.001 ZROT,-7.497636386336418,4.3370915481444274e-11,Stationary
neck XPOS,nan,-1,Constant
neck YPOS,nan,-1,Constant
neck ZPOS,nan,-1,Constant
neck XROT,-5.01922751149454,2.0328556987526972e-05,Stationary
neck YROT,-5.3463948882034265,4.385494167288971e-06,Stationary
neck ZROT,-5.05743361734752,1.706179895315778e-05,Stationary
face XPOS,nan,-1,Constant
face YPOS,nan,-1,Constant
face ZPOS,nan,-1,Constant
face XROT,-5.230466042879787,7.616463778980403e-06,Stationary
face YROT,nan,-1,Constant
face ZROT,nan,-1,Constant
shoulder.L XPOS,nan,-1,Constant
shoulder.L YPOS,nan,-1,Constant
shoulder.L ZPOS,nan,-1,Constant
shoulder.L XROT,-7.290364561391257,1.4224936093764065e-10,Stationary
shoulder.L YROT,-6.6281668450994315,5.8049558708078595e-09,Stationary
shoulder.L ZROT,-7.412620304073036,7.06874476069315e-11,Stationary
upper_arm.L XPOS,nan,-1,Constant
upper_arm.L YPOS,nan,-1,Constant
upper_arm.L ZPOS,nan,-1,Constant
upper_arm.L XROT,-5.127944446770088,1.2314162517123603e-05,Stationary
upper_arm.L YROT,-4.605579537220439,0.0001261452374782059,Stationary
upper_arm.L ZROT,-5.064227470679528,1.6536644721221674e-05,Stationary
forearm.L XPOS,nan,-1,Constant
forearm.L YPOS,nan,-1,Constant
forearm.L ZPOS,nan,-1,Constant
forearm.L XROT,-5.238339777574667,7.338326404546162e-06,Stationary
forearm.L YROT,-4.6264614985473065,0.00011541503791875085,Stationary
forearm.L ZROT,-6.630667465024154,5.725899325089916e-09,Stationary
shoulder.R XPOS,nan,-1,Constant
shoulder.R YPOS,nan,-1,Constant
shoulder.R ZPOS,nan,-1,Constant
shoulder.R XROT,-7.273441661916234,1.5665935645824942e-10,Stationary
shoulder.R YROT,-6.7701988973935965,2.653816741597756e-09,Stationary
shoulder.R ZROT,-7.365451742602912,9.262225240816107e-11,Stationary
upper_arm.R XPOS,nan,-1,Constant
upper_arm.R YPOS,nan,-1,Constant
