Variable,ADF Statistic,p-value,ADF Stationarity
pelvis XPOS,-4.950064709655833,2.7838333887708334e-05,Stationary
pelvis YPOS,-4.68739603504985,8.886229408204001e-05,Stationary
pelvis ZPOS,-4.1487539307305505,0.0008036133525587199,Stationary
pelvis XROT,nan,-1,Constant
pelvis YROT,nan,-1,Constant
pelvis ZROT,-7.84754894264981,5.715404418118394e-12,Stationary
spine XPOS,nan,-1,Constant
spine YPOS,nan,-1,Constant
spine ZPOS,nan,-1,Constant
spine XROT,-6.074507672147767,1.1300235042321351e-07,Stationary
spine YROT,-7.876220204434653,4.836132649895966e-12,Stationary
spine ZROT,-7.783685207285564,8.287700970156112e-12,Stationary
spine.001 XROT,-7.721487729027459,1.1893604342983447e-11,Stationary
spine.001 YROT,-6.908191268932833,1.231666074013592e-09,Stationary
spine.001 ZROT,-6.727071722655569,3.368553533901586e-09,Stationary
neck XPOS,nan,-1,Constant
neck YPOS,nan,-1,Constant
neck ZPOS,nan,-1,Constant
neck XROT,-5.51468562428969,1.9369324798745524e-06,Stationary
neck YROT,-6.116025512123303,9.090513934175767e-08,Stationary
neck ZROT,-7.71703101780858,1.220514042060274e-11,Stationary
face XPOS,nan,-1,Constant
face YPOS,nan,-1,Constant
face ZPOS,nan,-1,Constant
face XROT,-5.002155052125864,2.1976231961081176e-05,Stationary
face YROT,nan,-1,Constant
face ZROT,nan,-1,Constant
shoulder.L XPOS,nan,-1,Constant
shoulder.L YPOS,nan,-1,Constant
shoulder.L ZPOS,nan,-1,Constant
shoulder.L XROT,-5.872208482793665,3.2204833833560076e-07,Stationary
shoulder.L YROT,-6.463768714997339,1.421883739853159e-08,Stationary
shoulder.L ZROT,-6.120635884781854,8.873016650399427e-08,Stationary
upper_arm.L XPOS,nan,-1,Constant
upper_arm.L YPOS,nan,-1,Constant
upper_arm.L ZPOS,nan,-1,Constant
upper_arm.L XROT,-4.002570692154881,0.0013971100128689518,Stationary
upper_arm.L YROT,-5.448057546024923,2.6827333233706926e-06,Stationary
upper_arm.L ZROT,-4.310012030827473,0.0004268090645803478,Stationary
forearm.L XPOS,nan,-1,Constant
forearm.L YPOS,nan,-1,Constant
forearm.L ZPOS,nan,-1,Constant
forearm.L XROT,-5.903192756482299,2.74713770639225e-07,Stationary
forearm.L YROT,-5.169039966348175,1.0166063360513077e-05,Stationary
forearm.L ZROT,-5.678855657178254,8.57859644447577e-07,Stationary
shoulder.R XPOS,nan,-1,Constant
shoulder.R YPOS,nan,-1,Constant
shoulder.R ZPOS,nan,-1,Constant
shoulder.R XROT,-5.835477147758984,3.885680806257666e-07,Stationary
shoulder.R YROT,-6.353058641068562,2.58243066138358e-08,Stationary
shoulder.R ZROT,-5.873692043413631,3.196101652277198e-07,Stationary
upper_arm.R XPOS,nan,-1,Constant
upper_arm.R YPOS,nan,-1,Constant
upper_arm.R ZPOS,nan,-1,Constant
upper_arm.R XROT,-4.620555409199862,0.00011835807056571542,Stationary
upper_arm.R YROT,-5.4004115205998815,3.3804692149829686e-06,Stationary
upper_arm.R ZROT,-4.848936203269927,4.379941250371853e-05,Stationary
forearm.R XPOS,nan,-1,Constant
forearm.R YPOS,nan,-1,Constant
forearm.R ZPOS,nan,-1,Constant
forearm.R XROT,-4.021187930210429,0.0013035395988606538,Stationary
forearm.R YROT,-3.9767927704209427,0.0015370269299207833,Stationary
forearm.R ZROT,-4.890279660940131,3.642597278704867e-05,Stationary
pelvis.L XPOS,nan,-1,Constant
pelvis.L YPOS,nan,-1,Constant
pelvis.L ZPOS,nan,-1,Constant
pelvis.L XROT,-6.981446646062637,8.172305077826998e-10,Stationary
pelvis.L YROT,nan,-1,Constant
pelvis.L ZROT,nan,-1,Constant
pelvis.R XPOS,nan,-1,Constant
pelvis.R YPOS,nan,-1,Constant
pelvis.R ZPOS,nan,-1,Constant
pelvis.R XROT,-7.432290845141156,6.314285134203384e-11,Stationary
pelvis.R YROT,nan,-1,Constant
pelvis.R ZROT,nan,-1,Constant
thigh.L XPOS,nan,-1,Constant
thigh.L YPOS,nan,-1,Constant
thigh.L ZPOS,-7.421052587287604,6.734950847215041e-11,Stationary
thigh.L XROT,-5.53208578008433,1.7781542077280411e-06,Stationary
thigh.L YROT,-6.580996451716774,7.515017054958759e-09,Stationary
thigh.L ZROT,-7.121974883300935,3.7023533254049354e-10,Stationary
shin.L XPOS,nan,-1,Constant
shin.L YPOS,nan,-1,Constant
shin.L ZPOS,nan,-1,Constant
shin.L XROT,-6.304705713116195,3.345530190432065e-08,Stationary
shin.L YROT,-6.643036180491105,5.350221262452371e-09,Stationary
shin.L ZROT,-6.986800224302662,7.930394804685536e-10,Stationary
foot.L XROT,-6.106342506518868,9.564494758782228e-08,Stationary
foot.L YROT,-6.939312962685646,1.0349148296835049e-09,Stationary
foot.L ZROT,-7.363204988333852,9.382099799915752e-11,Stationary
heel.02.L XROT,-5.68613078187864,8.271374818389051e-07,Stationary
heel.02.L YROT,-6.229590164205911,4.991037617093965e-08,Stationary
heel.02.L ZROT,-6.0179762044960246,1.517538290541598e-07,Stationary
thigh.R XPOS,nan,-1,Constant
thigh.R YPOS,nan,-1,Constant
thigh.R ZPOS,-7.4389650821829125,6.076913407108731e-11,Stationary
thigh.R XROT,-7.715189386738337,1.2336232644964482e-11,Stationary
thigh.R YROT,-5.478555794823862,2.3119432277194e-06,Stationary
thigh.R ZROT,-7.774035000185223,8.765855401168985e-12,Stationary
shin.R XPOS,nan,-1,Constant
shin.R YPOS,nan,-1,Constant
shin.R ZPOS,nan,-1,Constant
shin.R XROT,-5.219613519932412,8.016623403731319e-06,Stationary
shin.R YROT,-5.607171703404138,1.2267026369247498e-06,Stationary
shin.R ZROT,-5.935828705888866,2.3222651690879422e-07,Stationary
foot.R XROT,-5.821222456150444,4.178542369240646e-07,Stationary
foot.R YROT,-5.995902850859013,1.7019313258158259e-07,Stationary
foot.R ZROT,-5.61491976375706,1.1803646137776046e-06,Stationary
heel.02.R XROT,-7.756137990286432,9.726423712372827e-12,Stationary
heel.02.R YROT,-6.751171645265395,2.9485155196040724e-09,Stationary
heel.02.R ZROT,-6.505645538951886,1.1329884989329993e-08,Stationary
