Variable,ADF Statistic,p-value,ADF Stationarity
pelvis XPOS,-3.5544508223837554,0.006693972183090741,Stationary
pelvis YPOS,-6.272372913982151,3.975446034107096e-08,Stationary
pelvis ZPOS,-2.9614939155178535,0.038650232896814275,Stationary
pelvis XROT,nan,-1,Constant
pelvis YROT,nan,-1,Constant
pelvis ZROT,-5.696575348053812,7.849014492656616e-07,Stationary
spine XPOS,nan,-1,Constant
spine YPOS,nan,-1,Constant
spine ZPOS,nan,-1,Constant
spine XROT,-6.0540656282533325,1.2574041392095987e-07,Stationary
spine YROT,-5.220798568032317,7.971956172253283e-06,Stationary
spine ZROT,-5.868380583076783,3.2842373874929464e-07,Stationary
spine.001 XROT,-7.470626318613499,5.066149672056426e-11,Stationary
spine.001 YROT,-6.305532933208711,3.33077538930592e-08,Stationary
spine.001 ZROT,-6.392373755284474,2.0905783348574548e-08,Stationary
neck XPOS,nan,-1,Constant
neck YPOS,nan,-1,Constant
neck ZPOS,nan,-1,Constant
neck XROT,-4.116097821651723,0.0009108565149150477,Stationary
neck YROT,-6.064181569213904,1.1927003091335966e-07,Stationary
neck ZROT,-6.084767594781674,1.0709527651366687e-07,Stationary
face XPOS,nan,-1,Constant
face YPOS,nan,-1,Constant
face ZPOS,nan,-1,Constant
face XROT,-5.361638494399253,4.0757067608858175e-06,Stationary
face YROT,nan,-1,Constant
face ZROT,nan,-1,Constant
shoulder.L XPOS,nan,-1,Constant
shoulder.L YPOS,nan,-1,Constant
shoulder.L ZPOS,nan,-1,Constant
shoulder.L XROT,-4.3436139790722015,0.00037299231813941834,Stationary
shoulder.L YROT,-5.231378698663816,7.583708438329798e-06,Stationary
shoulder.L ZROT,-4.546456417051881,0.00016193271722199883,Stationary
upper_arm.L XPOS,nan,-1,Constant
upper_arm.L YPOS,nan,-1,Constant
upper_arm.L ZPOS,nan,-1,Constant
upper_arm.L XROT,-4.349447067714514,0.0003643299411966422,Stationary
upper_arm.L YROT,-5.882265140557728,3.058705137599428e-07,Stationary
upper_arm.L ZROT,-4.760735376822121,6.461531991706452e-05,Stationary
forearm.L XPOS,nan,-1,Constant
forearm.L YPOS,nan,-1,Constant
forearm.L ZPOS,nan,-1,Constant
forearm.L XROT,-4.580083894859757,0.00014053937657572304,Stationary
forearm.L YROT,-5.126975162901779,1.2369785971761268e-05,Stationary
forearm.L ZROT,-5.026725300040885,1.9643210752231335e-05,Stationary
shoulder.R XPOS,nan,-1,Constant
shoulder.R YPOS,nan,-1,Constant
shoulder.R ZPOS,nan,-1,Constant
shoulder.R XROT,-4.3730449664416575,0.00033119075870017943,Stationary
shoulder.R YROT,-5.180132495139752,9.651449488390117e-06,Stationary
shoulder.R ZROT,-4.4452638361176975,0.0002466166127107076,Stationary
upper_arm.R XPOS,nan,-1,Constant
upper_arm.R YPOS,nan,-1,Constant
upper_arm.R ZPOS,nan,-1,Constant
upper_arm.R XROT,-3.2497682399997587,0.017278684453116606,Stationary
upper_arm.R YROT,-5.52126718924281,1.8753148368149282e-06,Stationary
upper_arm.R ZROT,-3.2336789473405947,0.018116123410118427,Stationary
