Variable,ADF Statistic,p-value,ADF Stationarity
pelvis XPOS,-6.2315867963380205,4.938421607599102e-08,Stationary
pelvis YPOS,-3.3359845077614994,0.013344617416056161,Stationary
pelvis ZPOS,-2.601584766425151,0.09267017061462007,Non-Stationary
pelvis XROT,nan,-1,Constant
pelvis YROT,nan,-1,Constant
pelvis ZROT,-7.362482219090356,9.420989119821779e-11,Stationary
spine XPOS,nan,-1,Constant
spine YPOS,nan,-1,Constant
spine ZPOS,nan,-1,Constant
spine XROT,-3.843798995856474,0.002489675003067554,Stationary
spine YROT,-6.948601237182287,9.82466203026254e-10,Stationary
spine ZROT,-6.2895939552866285,3.626670764584767e-08,Stationary
spine.001 XROT,-6.7725978824023985,2.6187904616435762e-09,Stationary
spine.001 YROT,-6.33733490131708,2.809588885415638e-08,Stationary
spine.001 ZROT,-6.354613679261044,2.560972766162735e-08,Stationary
neck XPOS,nan,-1,Constant
neck YPOS,nan,-1,Constant
neck ZPOS,nan,-1,Constant
neck XROT,-4.34035828182718,0.00037791150331698025,Stationary
neck YROT,-7.779590763115931,8.487321125567486e-12,Stationary
neck ZROT,-8.138453531395475,1.0437235215333421e-12,Stationary
face XPOS,nan,-1,Constant
face YPOS,nan,-1,Constant
face ZPOS,nan,-1,Constant
face XROT,-5.780908904787819,5.128628944840322e-07,Stationary
face YROT,nan,-1,Constant
face ZROT,nan,-1,Constant
shoulder.L XPOS,nan,-1,Constant
shoulder.L YPOS,nan,-1,Constant
shoulder.L ZPOS,nan,-1,Constant
shoulder.L XROT,-6.491917419600266,1.2206672932725172e-08,Stationary
shoulder.L YROT,-6.464514551137275,1.4161530071944314e-08,Stationary
shoulder.L ZROT,-6.478327985883328,1.3140370572841397e-08,Stationary
upper_arm.L XPOS,nan,-1,Constant
upper_arm.L YPOS,nan,-1,Constant
upper_arm.L ZPOS,nan,-1,Constant
upper_arm.L XROT,-1.5839300235962712,0.4916607790344129,Non-Stationary
upper_arm.L YROT,-5.6779613834884035,8.617121152357599e-07,Stationary
upper_arm.L ZROT,-1.610987729819892,0.4774571340067777,Non-Stationary
forearm.L XPOS,nan,-1,Constant
forearm.L YPOS,nan,-1,Constant
forearm.L ZPOS,nan,-1,Constant
forearm.L XROT,-5.2320690329041035,7.559022964352676e-06,Stationary
forearm.L YROT,-4.062108669724178,0.001118027624814937,Stationary
forearm.L ZROT,-5.833144617796899,3.932189089191246e-07,Stationary
shoulder.R XPOS,nan,-1,Constant
shoulder.R YPOS,nan,-1,Constant
shoulder.R ZPOS,nan,-1,Constant
shoulder.R XROT,-6.460016166914047,1.4510654235423582e-08,Stationary
shoulder.R YROT,-6.43153793400713,1.692612329755817e-08,Stationary
shoulder.R ZROT,-6.335544283107111,2.8366729437582327e-08,Stationary
upper_arm.R XPOS,nan,-1,Constant
upper_arm.R YPOS,nan,-1,Constant
upper_arm.R ZPOS,nan,-1,Constant
upper_arm.R XROT,-4.570154000753996,0.00014655874050770933,Stationary
upper_arm.R YROT,-5.5507503702818735,1.6219348176499422e-06,Stationary
upper_arm.R ZROT,-4.867657285015265,4.0298378095689326e-05,Stationary
forearm.R XPOS,nan,-1,Constant
forearm.R YPOS,nan,-1,Constant
forearm.R ZPOS,nan,-1,Constant
forearm.R XROT,-5.7481790397777734,6.052592962085732e-07,Stationary
forearm.R YROT,-5.296444993288873,5.569265547112046e-06,Stationary
forearm.R ZROT,-4.090626754941833,0.0010036590873113533,Stationary
pelvis.L XPOS,nan,-1,Constant
pelvis.L YPOS,nan,-1,Constant
pelvis.L ZPOS,nan,-1,Constant
pelvis.L XROT,-7.389571600748968,8.067263056120266e-11,Stationary
pelvis.L YROT,nan,-1,Constant
pelvis.L ZROT,nan,-1,Constant
pelvis.R XPOS,nan,-1,Constant
pelvis.R YPOS,nan,-1,Constant
pelvis.R ZPOS,nan,-1,Constant
pelvis.R XROT,-7.3177070861526365,1.2169475923199437e-10,Stationary
pelvis.R YROT,nan,-1,Constant
pelvis.R ZROT,nan,-1,Constant
thigh.L XPOS,nan,-1,Constant
thigh.L YPOS,nan,-1,Constant
thigh.L ZPOS,-7.189990101883215,2.518281379025913e-10,Stationary
thigh.L XROT,-3.7110843833926404,0.003959916394779048,Stationary
thigh.L YROT,-5.230201860344791,7.625970883056228e-06,Stationary
thigh.L ZROT,-5.036287705964026,1.880143933870621e-05,Stationary
shin.L XPOS,nan,-1,Constant
shin.L YPOS,nan,-1,Constant
shin.L ZPOS,nan,-1,Constant
shin.L XROT,-4.741520435734868,7.027028387482232e-05,Stationary
shin.L YROT,-4.9443638614539145,2.8564610847729088e-05,Stationary
shin.L ZROT,-6.599628621176044,6.787116454088382e-09,Stationary
foot.L XROT,-4.5653669475581475,0.00014954764323668788,Stationary
foot.L YROT,-6.3155030360601465,3.157899769732537e-08,Stationary
foot.L ZROT,-5.951750356020041,2.1390568837952075e-07,Stationary
heel.02.L XROT,-5.394577232297805,3.4771767417844823e-06,Stationary
heel.02.L YROT,-5.2194509942447125,8.022768251612041e-06,Stationary
heel.02.L ZROT,-4.7722727425586475,6.143231397743364e-05,Stationary
thigh.R XPOS,nan,-1,Constant
thigh.R YPOS,nan,-1,Constant
thigh.R ZPOS,-7.216634675879138,2.164598262220747e-10,Stationary
thigh.R XROT,-5.432213671585064,2.897575326212355e-06,Stationary
thigh.R YROT,-6.933797582985188,1.0673596737240907e-09,Stationary
thigh.R ZROT,-6.639578297134437,5.4527274668436365e-09,Stationary
shin.R XPOS,nan,-1,Constant
shin.R YPOS,nan,-1,Constant
shin.R ZPOS,nan,-1,Constant
shin.R XROT,-5.794998487727675,4.774741246677666e-07,Stationary
shin.R YROT,-5.108040851747948,1.3506360405023568e-05,Stationary
shin.R ZROT,-5.798166526708216,4.6985205739963643e-07,Stationary
foot.R XROT,-4.646313687397487,0.00010602640818638277,Stationary
foot.R YROT,-5.12774174603869,1.2325774689952844e-05,Stationary
foot.R ZROT,-5.748947742812534,6.029134224411164e-07,Stationary
heel.02.R XROT,-4.156800685064142,0.0007790699717356862,Stationary
heel.02.R YROT,-4.847997435205887,4.398245594856116e-05,Stationary
heel.02.R ZROT,-6.20642972041506,5.6431252380270444e-08,Stationary
