Variable,ADF Statistic,p-value,ADF Stationarity
pelvis XPOS,-3.723021616438275,0.0038007438626972818,Stationary
pelvis YPOS,-1.8281589018970825,0.36657388699135596,Non-Stationary
pelvis ZPOS,-2.1714595052895937,0.2167665634404522,Non-Stationary
pelvis XROT,nan,-1,Constant
pelvis YROT,nan,-1,Constant
pelvis ZROT,-2.6885457805370407,0.07604140868735938,Non-Stationary
spine XPOS,nan,-1,Constant
spine YPOS,nan,-1,Constant
spine ZPOS,nan,-1,Constant
spine XROT,-2.557883435743129,0.10201801818864792,Non-Stationary
spine YROT,-2.7396367246581375,0.0674269156111447,Non-Stationary
spine ZROT,-2.710409920869924,0.0722541561691518,Non-Stationary
spine.001 XROT,-3.3233414615741346,0.013866809344955686,Stationary
spine.001 YROT,-2.290279701623282,0.17512212869199423,Non-Stationary
spine.001 ZROT,-2.2691137881432644,0.18212292325906532,Non-Stationary
neck XPOS,nan,-1,Constant
neck YPOS,nan,-1,Constant
neck ZPOS,nan,-1,Constant
neck XROT,-3.5886685608431823,0.0059813925799197375,Stationary
neck YROT,-2.0622458842650033,0.2599640820901378,Non-Stationary
neck ZROT,-1.8160383616852305,0.3725286645108721,Non-Stationary
face XPOS,nan,-1,Constant
face YPOS,nan,-1,Constant
face ZPOS,nan,-1,Constant
face XROT,-3.727293134887707,0.0037452252255066906,Stationary
face YROT,nan,-1,Constant
face ZROT,nan,-1,Constant
shoulder.L XPOS,nan,-1,Constant
shoulder.L YPOS,nan,-1,Constant
shoulder.L ZPOS,nan,-1,Constant
shoulder.L XROT,-2.3245092040618167,0.16418505443628384,Non-Stationary
shoulder.L YROT,-4.157603871681674,0.0007766591730196426,Stationary
shoulder.L ZROT,-2.342286489279849,0.15869207400147012,Non-Stationary
upper_arm.L XPOS,nan,-1,Constant
upper_arm.L YPOS,nan,-1,Constant
upper_arm.L ZPOS,nan,-1,Constant
upper_arm.L XROT,-3.7771927270116037,0.003149475345271552,Stationary
upper_arm.L YROT,-4.807759854710085,5.25571806550429e-05,Stationary
upper_arm.L ZROT,-3.6546245296046322,0.004798610145999788,Stationary
forearm.L XPOS,nan,-1,Constant
forearm.L YPOS,nan,-1,Constant
forearm.L ZPOS,nan,-1,Constant
forearm.L XROT,-4.118596314979637,0.0009021997971904485,Stationary
forearm.L YROT,-3.834602731672451,0.002572476483672845,Stationary
forearm.L ZROT,-4.220787081398616,0.000607501626081645,Stationary
shoulder.R XPOS,nan,-1,Constant
shoulder.R YPOS,nan,-1,Constant
shoulder.R ZPOS,nan,-1,Constant
shoulder.R XROT,-2.3255819032054847,0.16384997782726768,Non-Stationary
shoulder.R YROT,-4.181490748685599,0.000708081993354492,Stationary
shoulder.R ZROT,-2.324700343518904,0.16412531452450968,Non-Stationary
upper_arm.R XPOS,nan,-1,Constant
upper_arm.R YPOS,nan,-1,Constant
upper_arm.R ZPOS,nan,-1,Constant
upper_arm.R XROT,-3.718783891679225,0.003856567013910269,Stationary
upper_arm.R YROT,-2.4978559258425137,0.115996873110842,Non-Stationary
upper_arm.R ZROT,-3.6818600958378345,0.004375665116779907,Stationary
forearm.R XPOS,nan,-1,Constant
forearm.R YPOS,nan,-1,Constant
forearm.R ZPOS,nan,-1,Constant
forearm.R XROT,-2.9380100063481245,0.041103139811176664,Stationary
forearm.R YROT,-2.347402377546909,0.15713498735182302,Non-Stationary
forearm.R ZROT,-2.823417872287742,0.055005768001273825,Non-Stationary
pelvis.L XPOS,nan,-1,Constant
pelvis.L YPOS,nan,-1,Constant
pelvis.L ZPOS,nan,-1,Constant
pelvis.L XROT,-3.238566114618261,0.017858073342631644,Stationary
pelvis.L YROT,nan,-1,Constant
pelvis.L ZROT,nan,-1,Constant
pelvis.R XPOS,nan,-1,Constant
pelvis.R YPOS,nan,-1,Constant
pelvis.R ZPOS,nan,-1,Constant
pelvis.R XROT,-3.239191877597603,0.017825265396285896,Stationary
pelvis.R YROT,nan,-1,Constant
pelvis.R ZROT,nan,-1,Constant
thigh.L XPOS,nan,-1,Constant
thigh.L YPOS,nan,-1,Constant
thigh.L ZPOS,-3.194312941136186,0.020316237548148892,Stationary
thigh.L XROT,-3.1711712362930613,0.021715229481961532,Stationary
thigh.L YROT,-3.583557546941792,0.006083265363388809,Stationary
thigh.L ZROT,-4.969814500222818,2.5457296263338427e-05,Stationary
shin.L XPOS,nan,-1,Constant
shin.L YPOS,nan,-1,Constant
shin.L ZPOS,nan,-1,Constant
shin.L XROT,-2.5335003561132488,0.10753460652451269,Non-Stationary
shin.L YROT,-3.0253180298026683,0.03259671199134387,Stationary
shin.L ZROT,-2.9688398401855514,0.03790862071404096,Stationary
foot.L XROT,-3.6246031997221184,0.005307717753006326,Stationary
foot.L YROT,-2.4879455032972766,0.11843493129857713,Non-Stationary
foot.L ZROT,-2.491359425300015,0.11759084975138606,Non-Stationary
heel.02.L XROT,-2.7504338073726116,0.06571016082106095,Non-Stationary
heel.02.L YROT,-2.755059582652523,0.06498545134849006,Non-Stationary
heel.02.L ZROT,-2.3818297259379957,0.14693064288727237,Non-Stationary
thigh.R XPOS,nan,-1,Constant
thigh.R YPOS,nan,-1,Constant
thigh.R ZPOS,-3.16676016117251,0.021991171142710996,Stationary
thigh.R XROT,-2.6311329643689696,0.08673190194111735,Non-Stationary
thigh.R YROT,-3.852713478598425,0.002411765242239993,Stationary
thigh.R ZROT,-3.764422503859295,0.003293030046092217,Stationary
shin.R XPOS,nan,-1,Constant
shin.R YPOS,nan,-1,Constant
shin.R ZPOS,nan,-1,Constant
shin.R XROT,-3.0111861735900494,0.03386287571676406,Stationary
shin.R YROT,-2.4371529779377954,0.13152358851768808,Non-Stationary
shin.R ZROT,-3.4883464617166737,0.00829147434158342,Stationary
foot.R XROT,-3.6472515913625396,0.004919344066749368,Stationary
foot.R YROT,-3.38081116632179,0.011630672286888985,Stationary
foot.R ZROT,-2.8834210675124274,0.04731014751207027,Stationary
heel.02.R XROT,-3.5582991222368627,0.006610168085887895,Stationary
heel.02.R YROT,-3.6059221638322168,0.0056488128066018994,Stationary
heel.02.R ZROT,-2.8708069358519426,0.048849595123221144,Stationary
