Variable,ADF Statistic,p-value,ADF Stationarity
pelvis XPOS,-2.509078809382035,0.11328095056966814,Non-Stationary
pelvis YPOS,-6.541725376205974,9.31068603556725e-09,Stationary
pelvis ZPOS,-5.489502252923774,2.1914304226755544e-06,Stationary
pelvis XROT,nan,-1,Constant
pelvis YROT,nan,-1,Constant
pelvis ZROT,-4.562282154573115,0.0001515043907149169,Stationary
spine XPOS,nan,-1,Constant
spine YPOS,nan,-1,Constant
spine ZPOS,nan,-1,Constant
spine XROT,-5.203148810809564,8.662870552051585e-06,Stationary
spine YROT,-3.468660883636989,0.00882938496033561,Stationary
spine ZROT,-3.3696411102393764,0.012038380661866901,Stationary
spine.001 XROT,-5.514534237937104,1.9383727286393207e-06,Stationary
spine.001 YROT,-2.13602160386918,0.23027890575879673,Non-Stationary
spine.001 ZROT,-2.1234918993533003,0.23517390180772857,Non-Stationary
neck XPOS,nan,-1,Constant
neck YPOS,nan,-1,Constant
neck ZPOS,nan,-1,Constant
neck XROT,-5.572672001334797,1.455485757442781e-06,Stationary
neck YROT,-9.607433109371854,1.849994570549098e-16,Stationary
neck ZROT,-4.718702785635914,7.760218330968498e-05,Stationary
face XPOS,nan,-1,Constant
face YPOS,nan,-1,Constant
face ZPOS,nan,-1,Constant
face XROT,-6.538627130090936,9.46915135466597e-09,Stationary
face YROT,nan,-1,Constant
face ZROT,nan,-1,Constant
shoulder.L XPOS,nan,-1,Constant
shoulder.L YPOS,nan,-1,Constant
shoulder.L ZPOS,nan,-1,Constant
shoulder.L XROT,-6.421020954712615,1.791486871846992e-08,Stationary
shoulder.L YROT,-6.908482067325015,1.2296665323551143e-09,Stationary
shoulder.L ZROT,-6.5203407157646405,1.0460074611029083e-08,Stationary
upper_arm.L XPOS,nan,-1,Constant
upper_arm.L YPOS,nan,-1,Constant
upper_arm.L ZPOS,nan,-1,Constant
upper_arm.L XROT,-3.748434938424936,0.003481217014367552,Stationary
upper_arm.L YROT,-5.025704514566388,1.9735188721268556e-05,Stationary
upper_arm.L ZROT,-3.826244227842132,0.0026499312514080414,Stationary
forearm.L XPOS,nan,-1,Constant
forearm.L YPOS,nan,-1,Constant
forearm.L ZPOS,nan,-1,Constant
forearm.L XROT,-5.104826881735025,1.3709051354379135e-05,Stationary
forearm.L YROT,-7.689782175683405,1.429435647207703e-11,Stationary
forearm.L ZROT,-8.50220083372694,1.2296901538175421e-13,Stationary
shoulder.R XPOS,nan,-1,Constant
shoulder.R YPOS,nan,-1,Constant
shoulder.R ZPOS,nan,-1,Constant
shoulder.R XROT,-6.2401012313747,4.720099640208082e-08,Stationary
shoulder.R YROT,-6.990997518941626,7.745700859504922e-10,Stationary
shoulder.R ZROT,-6.529843125961416,9.933023926215213e-09,Stationary
upper_arm.R XPOS,nan,-1,Constant
upper_arm.R YPOS,nan,-1,Constant
upper_arm.R ZPOS,nan,-1,Constant
upper_arm.R XROT,-7.925637913006678,3.6251221997048325e-12,Stationary
