Variable,ADF Statistic,p-value,ADF Stationarity
pelvis XPOS,-1.862140977680326,0.35007530070663617,Non-Stationary
pelvis YPOS,-3.8529259554397655,0.0024099360378213868,Stationary
pelvis ZPOS,-2.850274255572797,0.051443526860220155,Non-Stationary
pelvis XROT,nan,-1,Constant
pelvis YROT,nan,-1,Constant
pelvis ZROT,-1.639989597752705,0.46226622830607483,Non-Stationary
spine XPOS,nan,-1,Constant
spine YPOS,nan,-1,Constant
spine ZPOS,nan,-1,Constant
spine XROT,-3.275443506890153,0.016012475143677214,Stationary
spine YROT,-2.6808124255286807,0.07741781585354561,Non-Stationary
spine ZROT,-2.5902861289821004,0.09502159314484132,Non-Stationary
spine.001 XROT,-3.8850322000482205,0.0021478053355743374,Stationary
spine.001 YROT,-1.3321587988136723,0.6143342576281894,Non-Stationary
spine.001 ZROT,-1.451853990238659,0.5571799903172129,Non-Stationary
neck XPOS,nan,-1,Constant
neck YPOS,nan,-1,Constant
neck ZPOS,nan,-1,Constant
neck XROT,-2.807723239609266,0.05717899898639819,Non-Stationary
neck YROT,-2.0671232992635775,0.2579382600251229,Non-Stationary
neck ZROT,-2.051321022510999,0.2645334490509617,Non-Stationary
face XPOS,nan,-1,Constant
face YPOS,nan,-1,Constant
face ZPOS,nan,-1,Constant
face XROT,-4.367471674686833,0.00033874972054456337,Stationary
face YROT,nan,-1,Constant
face ZROT,nan,-1,Constant
shoulder.L XPOS,nan,-1,Constant
shoulder.L YPOS,nan,-1,Constant
shoulder.L ZPOS,nan,-1,Constant
shoulder.L XROT,-1.9381570589045993,0.3143291158774868,Non-Stationary
shoulder.L YROT,-2.9885071047975984,0.0359817209482138,Stationary
shoulder.L ZROT,-1.9094184050978795,0.3276434503746994,Non-Stationary
upper_arm.L XPOS,nan,-1,Constant
upper_arm.L YPOS,nan,-1,Constant
upper_arm.L ZPOS,nan,-1,Constant
upper_arm.L XROT,-2.7175681997886976,0.07104722844046982,Non-Stationary
upper_arm.L YROT,-2.775572316753365,0.06184869711720337,Non-Stationary
upper_arm.L ZROT,-2.8756661664762877,0.04825174859832315,Stationary
forearm.L XPOS,nan,-1,Constant
forearm.L YPOS,nan,-1,Constant
forearm.L ZPOS,nan,-1,Constant
forearm.L XROT,-2.6403116079767193,0.08494855329579626,Non-Stationary
forearm.L YROT,-2.5186010827037717,0.11101382733769549,Non-Stationary
forearm.L ZROT,-3.3828304645654574,0.01155829217685163,Stationary
shoulder.R XPOS,nan,-1,Constant
shoulder.R YPOS,nan,-1,Constant
shoulder.R ZPOS,nan,-1,Constant
shoulder.R XROT,-1.9402178969655541,0.31338416254670787,Non-Stationary
shoulder.R YROT,-3.126831097627936,0.024630241269106914,Stationary
shoulder.R ZROT,-1.7940424497230718,0.38342343769655507,Non-Stationary
upper_arm.R XPOS,nan,-1,Constant
upper_arm.R YPOS,nan,-1,Constant
upper_arm.R ZPOS,nan,-1,Constant
upper_arm.R XROT,-2.9780871266895117,0.03699208139599018,Stationary
upper_arm.R YROT,-2.1971946917886362,0.20726519701496365,Non-Stationary
upper_arm.R ZROT,-3.031348988939215,0.03206871128720044,Stationary
forearm.R XPOS,nan,-1,Constant
forearm.R YPOS,nan,-1,Constant
forearm.R ZPOS,nan,-1,Constant
forearm.R XROT,-2.4173473483666306,0.13689998766100686,Non-Stationary
forearm.R YROT,-2.800998254144238,0.058131315993288406,Non-Stationary
forearm.R ZROT,-3.5416541395218917,0.006979594806962888,Stationary
pelvis.L XPOS,nan,-1,Constant
pelvis.L YPOS,nan,-1,Constant
pelvis.L ZPOS,nan,-1,Constant
pelvis.L XROT,-2.426040352394373,0.1345211804828827,Non-Stationary
pelvis.L YROT,nan,-1,Constant
pelvis.L ZROT,nan,-1,Constant
pelvis.R XPOS,nan,-1,Constant
pelvis.R YPOS,nan,-1,Constant
pelvis.R ZPOS,nan,-1,Constant
pelvis.R XROT,-2.4177932794751102,0.1367772342867375,Non-Stationary
pelvis.R YROT,nan,-1,Constant
pelvis.R ZROT,nan,-1,Constant
thigh.L XPOS,nan,-1,Constant
thigh.L YPOS,nan,-1,Constant
