Variable,ADF Statistic,p-value,ADF Stationarity
pelvis XPOS,-1.5364158565339945,0.5154262344544357,Non-Stationary
pelvis YPOS,-2.950204711287182,0.039813635661290404,Stationary
pelvis ZPOS,-2.7146384798303083,0.07153924657433247,Non-Stationary
pelvis XROT,nan,-1,Constant
pelvis YROT,nan,-1,Constant
pelvis ZROT,-1.7860043526250473,0.3874319474407338,Non-Stationary
spine XPOS,nan,-1,Constant
spine YPOS,nan,-1,Constant
spine ZPOS,nan,-1,Constant
spine XROT,-3.810206190822523,0.002804601565262351,Stationary
spine YROT,-1.4922420159620857,0.5373455522759693,Non-Stationary
spine ZROT,-1.7989031417436416,0.3810063891086469,Non-Stationary
spine.001 XROT,-2.8290645949151854,0.05424053401969606,Non-Stationary
spine.001 YROT,-1.7958881951977872,0.3825049930027129,Non-Stationary
spine.001 ZROT,-1.7304749988330086,0.4154831667322078,Non-Stationary
neck XPOS,nan,-1,Constant
neck YPOS,nan,-1,Constant
neck ZPOS,nan,-1,Constant
neck XROT,-3.657596331790156,0.004750714162933793,Stationary
neck YROT,-2.108773889895894,0.24100124374980925,Non-Stationary
neck ZROT,-2.068316747941046,0.25744390371196163,Non-Stationary
face XPOS,nan,-1,Constant
face YPOS,nan,-1,Constant
face ZPOS,nan,-1,Constant
face XROT,-3.399224509196111,0.010985336460736555,Stationary
face YROT,nan,-1,Constant
face ZROT,nan,-1,Constant
shoulder.L XPOS,nan,-1,Constant
shoulder.L YPOS,nan,-1,Constant
shoulder.L ZPOS,nan,-1,Constant
shoulder.L XROT,-3.724998769002897,0.003774952996256132,Stationary
shoulder.L YROT,-4.026451487266214,0.001278164229474722,Stationary
shoulder.L ZROT,-3.7220858683858484,0.003813006346750974,Stationary
upper_arm.L XPOS,nan,-1,Constant
upper_arm.L YPOS,nan,-1,Constant
upper_arm.L ZPOS,nan,-1,Constant
upper_arm.L XROT,-2.91252728447031,0.04391051802184641,Stationary
upper_arm.L YROT,-3.2506483685970693,0.01723386860815897,Stationary
upper_arm.L ZROT,-3.1602514592868576,0.022403880965500497,Stationary
forearm.L XPOS,nan,-1,Constant
forearm.L YPOS,nan,-1,Constant
forearm.L ZPOS,nan,-1,Constant
forearm.L XROT,-5.137792245488636,1.176257592644774e-05,Stationary
forearm.L YROT,-2.853267057654452,0.051058548861041116,Non-Stationary
forearm.L ZROT,-5.213806773074652,8.239021340823586e-06,Stationary
shoulder.R XPOS,nan,-1,Constant
shoulder.R YPOS,nan,-1,Constant
shoulder.R ZPOS,nan,-1,Constant
shoulder.R XROT,-3.7250005963023263,0.0037749292344537257,Stationary
shoulder.R YROT,-4.028739266199595,0.0012672792238416183,Stationary
shoulder.R ZROT,-3.7221022733432605,0.0038127910568373563,Stationary
upper_arm.R XPOS,nan,-1,Constant
upper_arm.R YPOS,nan,-1,Constant
upper_arm.R ZPOS,nan,-1,Constant
upper_arm.R XROT,-3.2474156223309465,0.017398980458444038,Stationary
upper_arm.R YROT,-2.2036919061644578,0.20490823772264788,Non-Stationary
upper_arm.R ZROT,-3.3551126398806157,0.01258763691530376,Stationary
forearm.R XPOS,nan,-1,Constant
forearm.R YPOS,nan,-1,Constant
forearm.R ZPOS,nan,-1,Constant
forearm.R XROT,-6.086059037702817,1.0637355324453752e-07,Stationary
forearm.R YROT,-4.019772089649247,0.0013104450322234753,Stationary
forearm.R ZROT,-3.759389641440421,0.003351238762170564,Stationary
pelvis.L XPOS,nan,-1,Constant
pelvis.L YPOS,nan,-1,Constant
pelvis.L ZPOS,nan,-1,Constant
pelvis.L XROT,-1.5230598739286978,0.5220746787125026,Non-Stationary
pelvis.L YROT,nan,-1,Constant
pelvis.L ZROT,nan,-1,Constant
pelvis.R XPOS,nan,-1,Constant
pelvis.R YPOS,nan,-1,Constant
pelvis.R ZPOS,nan,-1,Constant
pelvis.R XROT,-1.523006222307586,0.5221013517796853,Non-Stationary
pelvis.R YROT,nan,-1,Constant
pelvis.R ZROT,nan,-1,Constant
thigh.L XPOS,nan,-1,Constant
thigh.L YPOS,nan,-1,Constant
thigh.L ZPOS,-1.520279385498118,0.5234566321499905,Non-Stationary
thigh.L XROT,-2.5069134015005208,0.11380126839520582,Non-Stationary
thigh.L YROT,-1.6235247116057094,0.4708819150828981,Non-Stationary
thigh.L ZROT,-3.1227825818085853,0.02491247597669083,Stationary
shin.L XPOS,nan,-1,Constant
shin.L YPOS,nan,-1,Constant
shin.L ZPOS,nan,-1,Constant
shin.L XROT,-2.5681178952540487,0.09976729304592413,Non-Stationary
shin.L YROT,-2.193823935827142,0.2084946434568153,Non-Stationary
shin.L ZROT,-4.118110226552664,0.0009038779218278467,Stationary
foot.L XROT,-3.6077110972321136,0.005615307843049753,Stationary
foot.L YROT,-2.1632917745383784,0.21983705668037923,Non-Stationary
foot.L ZROT,-1.7504030418397587,0.4053480699935857,Non-Stationary
heel.02.L XROT,-2.390939186347176,0.144310104455179,Non-Stationary
heel.02.L YROT,-1.539448809216565,0.5139142226958192,Non-Stationary
