Variable,ADF Statistic,p-value,ADF Stationarity
pelvis XPOS,-2.4520258902284238,0.12758738654486085,Non-Stationary
pelvis YPOS,-5.544433113332787,1.6732499484209365e-06,Stationary
pelvis ZPOS,-3.310201372212297,0.014428585693962354,Stationary
pelvis XROT,nan,-1,Constant
pelvis YROT,nan,-1,Constant
pelvis ZROT,-3.6457021628955695,0.004945065506810526,Stationary
spine XPOS,nan,-1,Constant
spine YPOS,nan,-1,Constant
spine ZPOS,nan,-1,Constant
spine XROT,-7.064451742472409,5.123427847566135e-10,Stationary
spine YROT,-4.998907675139121,2.230389280543647e-05,Stationary
spine ZROT,-4.6214194430206055,0.00011792308761636,Stationary
spine.001 XROT,-3.7800361881554645,0.0031183041172174117,Stationary
spine.001 YROT,-3.681336521101697,0.0043834642525453354,Stationary
spine.001 ZROT,-3.702675192735822,0.004075682126429623,Stationary
neck XPOS,nan,-1,Constant
neck YPOS,nan,-1,Constant
neck ZPOS,nan,-1,Constant
neck XROT,-2.9227364670469553,0.04276722093777529,Stationary
neck YROT,-4.180137407250317,0.0007118101331461326,Stationary
neck ZROT,-4.12793108420918,0.0008705341849294945,Stationary
face XPOS,nan,-1,Constant
face YPOS,nan,-1,Constant
face ZPOS,nan,-1,Constant
face XROT,-5.452856460088354,2.620775522438242e-06,Stationary
face YROT,nan,-1,Constant
face ZROT,nan,-1,Constant
shoulder.L XPOS,nan,-1,Constant
shoulder.L YPOS,nan,-1,Constant
shoulder.L ZPOS,nan,-1,Constant
shoulder.L XROT,-4.954218688921752,2.732036206709898e-05,Stationary
shoulder.L YROT,-5.977376742648356,1.873503504173092e-07,Stationary
shoulder.L ZROT,-5.9599928882583955,2.049853320528117e-07,Stationary
upper_arm.L XPOS,nan,-1,Constant
upper_arm.L YPOS,nan,-1,Constant
upper_arm.L ZPOS,nan,-1,Constant
upper_arm.L XROT,-5.0909070895639905,1.4621364086788117e-05,Stationary
upper_arm.L YROT,-3.455959126419587,0.009192871369512943,Stationary
upper_arm.L ZROT,-5.11037301302639,1.3361098083451498e-05,Stationary
forearm.L XPOS,nan,-1,Constant
forearm.L YPOS,nan,-1,Constant
forearm.L ZPOS,nan,-1,Constant
forearm.L XROT,-2.910057713798241,0.044190860867311256,Stationary
forearm.L YROT,-3.2451843718365225,0.01751374764202449,Stationary
forearm.L ZROT,-2.994778905930086,0.035384869953769854,Stationary
shoulder.R XPOS,nan,-1,Constant
shoulder.R YPOS,nan,-1,Constant
shoulder.R ZPOS,nan,-1,Constant
shoulder.R XROT,-5.592231050995531,1.3211178881701552e-06,Stationary
shoulder.R YROT,-6.132252530893862,8.347393675012116e-08,Stationary
shoulder.R ZROT,-5.8141885097794805,4.3309031905967825e-07,Stationary
upper_arm.R XPOS,nan,-1,Constant
upper_arm.R YPOS,nan,-1,Constant
upper_arm.R ZPOS,nan,-1,Constant
upper_arm.R XROT,-4.425519545456878,0.00026743999003741144,Stationary
upper_arm.R YROT,-8.41178228016179,2.0943519930352079e-13,Stationary
upper_arm.R ZROT,-4.4720621660699384,0.00022080509238203586,Stationary
