Variable,ADF Statistic,p-value,ADF Stationarity
pelvis XPOS,-5.449730578880265,2.6609730555440787e-06,Stationary
pelvis YPOS,-5.71244856055563,7.24715909737991e-07,Stationary
pelvis ZPOS,-5.013512865659949,2.0866346386868e-05,Stationary
pelvis XROT,nan,-1,Constant
pelvis YROT,nan,-1,Constant
pelvis ZROT,-8.6158303538577,6.29453199970252e-14,Stationary
spine XPOS,nan,-1,Constant
spine YPOS,nan,-1,Constant
spine ZPOS,nan,-1,Constant
spine XROT,-5.667613847044617,9.075354422983841e-07,Stationary
spine YROT,-7.121200807509263,3.718598527430502e-10,Stationary
spine ZROT,-6.897130676194045,1.3101537241989292e-09,Stationary
spine.001 XROT,-6.199424187320304,5.856366484473323e-08,Stationary
spine.001 YROT,-7.849820017983515,5.640302650928401e-12,Stationary
spine.001 ZROT,-7.3545299280699465,9.859575578850658e-11,Stationary
neck XPOS,nan,-1,Constant
neck YPOS,nan,-1,Constant
neck ZPOS,nan,-1,Constant
neck XROT,-4.560144467005918,0.00015287465809230388,Stationary
neck YROT,-6.6848173458320534,4.252283875551341e-09,Stationary
neck ZROT,-8.354495496042727,2.933996611729075e-13,Stationary
face XPOS,nan,-1,Constant
face YPOS,nan,-1,Constant
face ZPOS,nan,-1,Constant
face XROT,-6.025671784782422,1.457976546967323e-07,Stationary
face YROT,nan,-1,Constant
face ZROT,nan,-1,Constant
shoulder.L XPOS,nan,-1,Constant
shoulder.L YPOS,nan,-1,Constant
shoulder.L ZPOS,nan,-1,Constant
shoulder.L XROT,-4.155137869206919,0.0007840833216203671,Stationary
shoulder.L YROT,-7.801797583932847,7.459223227121375e-12,Stationary
shoulder.L ZROT,-4.450480458306976,0.0002413775382332569,Stationary
upper_arm.L XPOS,nan,-1,Constant
upper_arm.L YPOS,nan,-1,Constant
upper_arm.L ZPOS,nan,-1,Constant
upper_arm.L XROT,-5.2841829908848,5.90422020203229e-06,Stationary
upper_arm.L YROT,-5.140665677403405,1.1606187281782373e-05,Stationary
upper_arm.L ZROT,-6.440766879567299,1.6102883010997553e-08,Stationary
forearm.L XPOS,nan,-1,Constant
forearm.L YPOS,nan,-1,Constant
forearm.L ZPOS,nan,-1,Constant
forearm.L XROT,-5.419390712308668,3.083620995728873e-06,Stationary
forearm.L YROT,-6.499518706277726,1.1713246560153227e-08,Stationary
forearm.L ZROT,-5.330850188599872,4.7249070470476745e-06,Stationary
shoulder.R XPOS,nan,-1,Constant
shoulder.R YPOS,nan,-1,Constant
shoulder.R ZPOS,nan,-1,Constant
shoulder.R XROT,-4.15246724035094,0.0007921986089757034,Stationary
shoulder.R YROT,-7.798990057703351,7.582025803963396e-12,Stationary
shoulder.R ZROT,-4.457427440358784,0.0002345645679547964,Stationary
upper_arm.R XPOS,nan,-1,Constant
upper_arm.R YPOS,nan,-1,Constant
upper_arm.R ZPOS,nan,-1,Constant
upper_arm.R XROT,-6.573685633142887,7.821205340828651e-09,Stationary
upper_arm.R YROT,-6.168660634789167,6.89037158275068e-08,Stationary
upper_arm.R ZROT,-6.446217197210411,1.5635362311858298e-08,Stationary
forearm.R XPOS,nan,-1,Constant
forearm.R YPOS,nan,-1,Constant
forearm.R ZPOS,nan,-1,Constant
forearm.R XROT,-4.280139336103263,0.0004807364432686283,Stationary
forearm.R YROT,-4.862661170138003,4.120544589896328e-05,Stationary
forearm.R ZROT,-4.101539637512891,0.0009628646068363561,Stationary
pelvis.L XPOS,nan,-1,Constant
pelvis.L YPOS,nan,-1,Constant
pelvis.L ZPOS,nan,-1,Constant
pelvis.L XROT,-6.700182685416539,3.9071870373702035e-09,Stationary
pelvis.L YROT,nan,-1,Constant
pelvis.L ZROT,nan,-1,Constant
pelvis.R XPOS,nan,-1,Constant
pelvis.R YPOS,nan,-1,Constant
pelvis.R ZPOS,nan,-1,Constant
pelvis.R XROT,-7.243410287972743,1.8588281096275845e-10,Stationary
pelvis.R YROT,nan,-1,Constant
pelvis.R ZROT,nan,-1,Constant
thigh.L XPOS,nan,-1,Constant
thigh.L YPOS,nan,-1,Constant
thigh.L ZPOS,-6.736376017682728,3.1998111877244994e-09,Stationary
thigh.L XROT,-4.94597913189679,2.8356996253160996e-05,Stationary
thigh.L YROT,-6.590609964847624,7.1303200642927755e-09,Stationary
thigh.L ZROT,-6.996810917880015,7.496905176825506e-10,Stationary
shin.L XPOS,nan,-1,Constant
shin.L YPOS,nan,-1,Constant
shin.L ZPOS,nan,-1,Constant
shin.L XROT,-3.4146252996713478,0.010470286180331,Stationary
shin.L YROT,-7.651308068148167,1.7862800982916017e-11,Stationary
shin.L ZROT,-3.473900061913167,0.008683248643736392,Stationary
foot.L XROT,-8.948195654995146,8.869886346613049e-15,Stationary
foot.L YROT,-8.821359828925393,1.8734847904303732e-14,Stationary
foot.L ZROT,-8.505677962633614,1.2047561105611378e-13,Stationary
heel.02.L XROT,-8.052656174501598,1.7253874845286357e-12,Stationary
heel.02.L YROT,-8.47989626827878,1.4023563542390018e-13,Stationary
heel.02.L ZROT,-7.9751558561982145,2.7147863438488413e-12,Stationary
thigh.R XPOS,nan,-1,Constant
thigh.R YPOS,nan,-1,Constant
thigh.R ZPOS,-6.729996938767353,3.3145761022891234e-09,Stationary
thigh.R XROT,-6.463635374824174,1.4229106818291444e-08,Stationary
thigh.R YROT,-5.939938483929069,2.2735534180409836e-07,Stationary
thigh.R ZROT,-7.190701062816511,2.5081389885038225e-10,Stationary
shin.R XPOS,nan,-1,Constant
shin.R YPOS,nan,-1,Constant
shin.R ZPOS,nan,-1,Constant
shin.R XROT,-5.665519658684648,9.17094648756968e-07,Stationary
shin.R YROT,-7.371065565489537,8.969303980979995e-11,Stationary
shin.R ZROT,-5.44829194902664,2.6796741709766273e-06,Stationary
foot.R XROT,-7.314346062990637,1.2405322071387315e-10,Stationary
foot.R YROT,-8.10809904767884,1.2469851225008326e-12,Stationary
foot.R ZROT,-7.776560350167562,8.638139075377999e-12,Stationary
heel.02.R XROT,-7.872900723080949,4.9306095729448785e-12,Stationary
heel.02.R YROT,-8.865537062853544,1.443870412193536e-14,Stationary
heel.02.R ZROT,-8.602891532469311,6.793427269044236e-14,Stationary
