Variable,ADF Statistic,p-value,ADF Stationarity
pelvis XPOS,-2.2005388831399184,0.20604993149871326,Non-Stationary
pelvis YPOS,-4.121911964358755,0.0008908307949487424,Stationary
pelvis ZPOS,-4.321363841084139,0.000407856519996472,Stationary
pelvis XROT,nan,-1,Constant
pelvis YROT,nan,-1,Constant
pelvis ZROT,-5.919451736308419,2.526734385086738e-07,Stationary
spine XPOS,nan,-1,Constant
spine YPOS,nan,-1,Constant
spine ZPOS,nan,-1,Constant
spine XROT,-3.1587004370608667,0.022503213372221113,Stationary
spine YROT,-3.8377494938490146,0.002543861877363875,Stationary
spine ZROT,-2.9204330025246645,0.04302299081311575,Stationary
spine.001 XROT,-5.047030434171631,1.789728465954254e-05,Stationary
spine.001 YROT,-4.762292789213828,6.417659948926303e-05,Stationary
spine.001 ZROT,-4.784872151521266,5.812817493870036e-05,Stationary
neck XPOS,nan,-1,Constant
neck YPOS,nan,-1,Constant
neck ZPOS,nan,-1,Constant
neck XROT,-6.832840374860922,1.874568274133861e-09,Stationary
neck YROT,-3.3403120737513188,0.013169916834312468,Stationary
neck ZROT,-5.217331063889742,8.103338706330398e-06,Stationary
face XPOS,nan,-1,Constant
face YPOS,nan,-1,Constant
face ZPOS,nan,-1,Constant
face XROT,-2.398954033441661,0.14203184267678576,Non-Stationary
face YROT,nan,-1,Constant
face ZROT,nan,-1,Constant
shoulder.L XPOS,nan,-1,Constant
shoulder.L YPOS,nan,-1,Constant
shoulder.L ZPOS,nan,-1,Constant
shoulder.L XROT,-5.156621580889689,1.0773702433221955e-05,Stationary
shoulder.L YROT,-5.579877859873058,1.4045007479510502e-06,Stationary
shoulder.L ZROT,-5.234016048498705,7.4898189243622195e-06,Stationary
upper_arm.L XPOS,nan,-1,Constant
upper_arm.L YPOS,nan,-1,Constant
upper_arm.L ZPOS,nan,-1,Constant
upper_arm.L XROT,-4.144246741528024,0.0008176758000745135,Stationary
upper_arm.L YROT,-4.945401128147697,2.8431120924655373e-05,Stationary
upper_arm.L ZROT,-4.419821634371896,0.0002737528458151675,Stationary
forearm.L XPOS,nan,-1,Constant
forearm.L YPOS,nan,-1,Constant
forearm.L ZPOS,nan,-1,Constant
forearm.L XROT,-3.2162149335539887,0.019065072617350957,Stationary
forearm.L YROT,-5.948171219963907,2.1789657272253233e-07,Stationary
forearm.L ZROT,-1.787558590440152,0.3866557674250204,Non-Stationary
shoulder.R XPOS,nan,-1,Constant
shoulder.R YPOS,nan,-1,Constant
shoulder.R ZPOS,nan,-1,Constant
shoulder.R XROT,-5.416159770064243,3.132299981396065e-06,Stationary
shoulder.R YROT,-5.5813980675254005,1.3939690887602671e-06,Stationary
shoulder.R ZROT,-5.146183084713059,1.1311517881052965e-05,Stationary
upper_arm.R XPOS,nan,-1,Constant
upper_arm.R YPOS,nan,-1,Constant
upper_arm.R ZPOS,nan,-1,Constant
upper_arm.R XROT,-4.653216309099715,0.00010293643805509155,Stationary
upper_arm.R YROT,-5.703791389854096,7.569588975884036e-07,Stationary
upper_arm.R ZROT,-5.114949006968829,1.3080451410615251e-05,Stationary
forearm.R XPOS,nan,-1,Constant
forearm.R YPOS,nan,-1,Constant
forearm.R ZPOS,nan,-1,Constant
forearm.R XROT,-2.538863263114858,0.10630248043671753,Non-Stationary
forearm.R YROT,-3.593200342047454,0.005892361142221064,Stationary
forearm.R ZROT,-3.178989119050665,0.021233541429432217,Stationary
pelvis.L XPOS,nan,-1,Constant
pelvis.L YPOS,nan,-1,Constant
pelvis.L ZPOS,nan,-1,Constant
pelvis.L XROT,-2.819065680695463,0.05560155744126592,Non-Stationary
pelvis.L YROT,nan,-1,Constant
pelvis.L ZROT,nan,-1,Constant
pelvis.R XPOS,nan,-1,Constant
pelvis.R YPOS,nan,-1,Constant
pelvis.R ZPOS,nan,-1,Constant
pelvis.R XROT,-2.764914411917634,0.06346289869645232,Non-Stationary
pelvis.R YROT,nan,-1,Constant
pelvis.R ZROT,nan,-1,Constant
thigh.L XPOS,nan,-1,Constant
thigh.L YPOS,nan,-1,Constant
thigh.L ZPOS,-2.7768570580145173,0.061656371033417624,Non-Stationary
thigh.L XROT,-2.468831709673115,0.12324323004331922,Non-Stationary
thigh.L YROT,-2.0515130088118867,0.26445277287789376,Non-Stationary
thigh.L ZROT,-1.8205135711883662,0.3703258786414325,Non-Stationary
shin.L XPOS,nan,-1,Constant
shin.L YPOS,nan,-1,Constant
shin.L ZPOS,nan,-1,Constant
shin.L XROT,-1.6106828991184432,0.4776171507101009,Non-Stationary
shin.L YROT,-3.4401325836063443,0.009664505032509036,Stationary
shin.L ZROT,-1.6107922267068069,0.47755975994720445,Non-Stationary
foot.L XROT,-3.6430264513049764,0.004989772396442157,Stationary
foot.L YROT,-5.504580253008518,2.0353959362752596e-06,Stationary
foot.L ZROT,-5.825051301287914,4.0978233984087615e-07,Stationary
heel.02.L XROT,-2.210820499245676,0.20234170581745148,Non-Stationary
heel.02.L YROT,-2.575088228181094,0.09825610258907452,Non-Stationary
heel.02.L ZROT,-3.72967332940051,0.003714612134039576,Stationary
thigh.R XPOS,nan,-1,Constant
thigh.R YPOS,nan,-1,Constant
thigh.R ZPOS,-2.7629153388273924,0.06376941062413856,Non-Stationary
thigh.R XROT,-2.220233321901457,0.19898405104612482,Non-Stationary
thigh.R YROT,-2.4771552313317753,0.12113210231083515,Non-Stationary
thigh.R ZROT,-2.918253877412073,0.043266124918699626,Stationary
shin.R XPOS,nan,-1,Constant
shin.R YPOS,nan,-1,Constant
shin.R ZPOS,nan,-1,Constant
shin.R XROT,-2.0008930141548786,0.2861816809069991,Non-Stationary
shin.R YROT,-2.8032633733972525,0.05780912831091225,Non-Stationary
shin.R ZROT,-2.556754406493641,0.1022686426828015,Non-Stationary
foot.R XROT,-3.3455787567625106,0.01296003848162513,Stationary
foot.R YROT,-2.8519189871548587,0.05123166374886381,Non-Stationary
foot.R ZROT,-2.741832441580531,0.06707491975986885,Non-Stationary
heel.02.R XROT,-2.8821792108203357,0.04745990526853272,Stationary
heel.02.R YROT,-2.5077572892298092,0.11359828334394584,Non-Stationary
heel.02.R ZROT,-2.6447377789604456,0.08409882084812431,Non-Stationary
