Variable,ADF Statistic,p-value,ADF Stationarity
pelvis XPOS,-6.122811228566022,8.772175377590508e-08,Stationary
pelvis YPOS,-2.3092142221059784,0.1690134208317084,Non-Stationary
pelvis ZPOS,-5.913958975610609,2.599183054380354e-07,Stationary
pelvis XROT,nan,-1,Constant
pelvis YROT,nan,-1,Constant
pelvis ZROT,-5.383682560123107,3.6650121853700713e-06,Stationary
spine XPOS,nan,-1,Constant
spine YPOS,nan,-1,Constant
spine ZPOS,nan,-1,Constant
spine XROT,-3.466542650454004,0.008889092361087552,Stationary
spine YROT,-6.360086627734935,2.4868382034322302e-08,Stationary
spine ZROT,-5.937958692234096,2.2968929265613625e-07,Stationary
spine.001 XROT,-4.580840755477526,0.00014009037902250083,Stationary
spine.001 YROT,-5.095353681808364,1.4323735058218222e-05,Stationary
spine.001 ZROT,-4.994880125772877,2.271682165975152e-05,Stationary
neck XPOS,nan,-1,Constant
neck YPOS,nan,-1,Constant
neck ZPOS,nan,-1,Constant
neck XROT,-4.948869017923261,2.798917304126916e-05,Stationary
neck YROT,-5.270810147250169,6.291792281484946e-06,Stationary
neck ZROT,-6.898817914677369,1.297868726998014e-09,Stationary
face XPOS,nan,-1,Constant
face YPOS,nan,-1,Constant
face ZPOS,nan,-1,Constant
face XROT,-3.9382602071545856,0.0017706371518766057,Stationary
face YROT,nan,-1,Constant
face ZROT,nan,-1,Constant
shoulder.L XPOS,nan,-1,Constant
shoulder.L YPOS,nan,-1,Constant
shoulder.L ZPOS,nan,-1,Constant
shoulder.L XROT,-6.099269142568249,9.925984390809001e-08,Stationary
shoulder.L YROT,-6.094811663996635,1.0160639954611881e-07,Stationary
shoulder.L ZROT,-6.091937290855092,1.0314834347302068e-07,Stationary
upper_arm.L XPOS,nan,-1,Constant
upper_arm.L YPOS,nan,-1,Constant
upper_arm.L ZPOS,nan,-1,Constant
upper_arm.L XROT,-4.6752955590494025,9.362019620814911e-05,Stationary
upper_arm.L YROT,-4.995853378168709,2.261636764793683e-05,Stationary
upper_arm.L ZROT,-4.94226117659209,2.8837068153837925e-05,Stationary
forearm.L XPOS,nan,-1,Constant
forearm.L YPOS,nan,-1,Constant
forearm.L ZPOS,nan,-1,Constant
forearm.L XROT,-3.339059199124871,0.013220285020426076,Stationary
forearm.L YROT,-4.054054094894312,0.0011524700710986225,Stationary
forearm.L ZROT,-3.853150616726203,0.0024080033316913807,Stationary
shoulder.R XPOS,nan,-1,Constant
shoulder.R YPOS,nan,-1,Constant
shoulder.R ZPOS,nan,-1,Constant
shoulder.R XROT,-6.126050326883055,8.624103894429838e-08,Stationary
shoulder.R YROT,-6.045369972074997,1.3157662944137618e-07,Stationary
shoulder.R ZROT,-6.097209015093968,1.0033767309574135e-07,Stationary
upper_arm.R XPOS,nan,-1,Constant
upper_arm.R YPOS,nan,-1,Constant
upper_arm.R ZPOS,nan,-1,Constant
upper_arm.R XROT,-5.669962970155031,8.969282696421301e-07,Stationary
upper_arm.R YROT,-5.4577794471515855,2.5586629833396135e-06,Stationary
upper_arm.R ZROT,-5.760331021769719,5.691973368714321e-07,Stationary
forearm.R XPOS,nan,-1,Constant
forearm.R YPOS,nan,-1,Constant
forearm.R ZPOS,nan,-1,Constant
forearm.R XROT,-3.7891574550504483,0.0030202170253297808,Stationary
forearm.R YROT,-3.8687052745898547,0.002277619015520365,Stationary
forearm.R ZROT,-3.8690494618132587,0.002274809153107046,Stationary
pelvis.L XPOS,nan,-1,Constant
pelvis.L YPOS,nan,-1,Constant
pelvis.L ZPOS,nan,-1,Constant
pelvis.L XROT,-7.051387682953344,5.51492777770906e-10,Stationary
pelvis.L YROT,nan,-1,Constant
pelvis.L ZROT,nan,-1,Constant
pelvis.R XPOS,nan,-1,Constant
pelvis.R YPOS,nan,-1,Constant
pelvis.R ZPOS,nan,-1,Constant
pelvis.R XROT,-7.190864161437827,2.5058179792779514e-10,Stationary
pelvis.R YROT,nan,-1,Constant
pelvis.R ZROT,nan,-1,Constant
thigh.L XPOS,nan,-1,Constant
thigh.L YPOS,nan,-1,Constant
thigh.L ZPOS,-7.331113632155478,1.1272169405473037e-10,Stationary
thigh.L XROT,-6.800365304478343,2.2451521453858804e-09,Stationary
thigh.L YROT,-6.912994658912914,1.1990460875144094e-09,Stationary
thigh.L ZROT,-6.114465350831615,9.165294142866124e-08,Stationary
shin.L XPOS,nan,-1,Constant
shin.L YPOS,nan,-1,Constant
shin.L ZPOS,nan,-1,Constant
shin.L XROT,-5.830961894955473,3.976203373946808e-07,Stationary
shin.L YROT,-3.8533768427551642,0.0024060586110397383,Stationary
shin.L ZROT,-4.743229373961107,6.974872913505562e-05,Stationary
foot.L XROT,-1.9272069997311227,0.3193722898505287,Non-Stationary
foot.L YROT,-5.166417925195655,1.0291533469426142e-05,Stationary
foot.L ZROT,-5.516367440935018,1.9210020649191224e-06,Stationary
heel.02.L XROT,-6.127858548294338,8.542513437641069e-08,Stationary
heel.02.L YROT,-6.075513144442452,1.1240960756432226e-07,Stationary
heel.02.L ZROT,-5.670886988590927,8.927892256487246e-07,Stationary
thigh.R XPOS,nan,-1,Constant
thigh.R YPOS,nan,-1,Constant
thigh.R ZPOS,-7.326104826519991,1.1599459825701848e-10,Stationary
thigh.R XROT,-4.466880445380311,0.00022558679482139753,Stationary
thigh.R YROT,-8.442895842993282,1.74379293388702e-13,Stationary
thigh.R ZROT,-4.742083106872158,7.00981497305273e-05,Stationary
shin.R XPOS,nan,-1,Constant
shin.R YPOS,nan,-1,Constant
shin.R ZPOS,nan,-1,Constant
shin.R XROT,-4.308570255176758,0.0004292748957757182,Stationary
shin.R YROT,-5.083661808592761,1.5119164815322664e-05,Stationary
shin.R ZROT,-6.00557607339729,1.6185676177219001e-07,Stationary
foot.R XROT,-4.673032246968668,9.453676797190373e-05,Stationary
foot.R YROT,-5.677136926737579,8.652787791117888e-07,Stationary
foot.R ZROT,-5.724833249277194,6.809108286294169e-07,Stationary
heel.02.R XROT,-4.502403100418092,0.00019468316981663175,Stationary
heel.02.R YROT,-4.7843018094126135,5.827398763709135e-05,Stationary
heel.02.R ZROT,-4.916173856378198,3.24325274137077e-05,Stationary
