Variable,ADF Statistic,p-value,ADF Stationarity
pelvis XPOS,-5.0711209648718025,1.6019758054071643e-05,Stationary
pelvis YPOS,-3.863079477055017,0.0023240038597002236,Stationary
pelvis ZPOS,-4.397766064530783,0.000299546454773373,Stationary
pelvis XROT,nan,-1,Constant
pelvis YROT,nan,-1,Constant
pelvis ZROT,-4.828247804009408,4.8008079922958495e-05,Stationary
spine XPOS,nan,-1,Constant
spine YPOS,nan,-1,Constant
spine ZPOS,nan,-1,Constant
spine XROT,-3.506877699536169,0.007812207079527669,Stationary
spine YROT,-6.73995291400802,3.1371863931022944e-09,Stationary
spine ZROT,-4.528009413497412,0.00017495146568902582,Stationary
spine.001 XROT,-7.238867977008577,1.9075031630795708e-10,Stationary
spine.001 YROT,-6.100131888187121,9.881185120403338e-08,Stationary
spine.001 ZROT,-6.0764569438775835,1.1185599833263268e-07,Stationary
neck XPOS,nan,-1,Constant
neck YPOS,nan,-1,Constant
neck ZPOS,nan,-1,Constant
neck XROT,-4.237191696258018,0.0005696288008313458,Stationary
neck YROT,-7.6367782274220195,1.942976437115075e-11,Stationary
neck ZROT,-5.6939679449045215,7.952437428286009e-07,Stationary
face XPOS,nan,-1,Constant
face YPOS,nan,-1,Constant
face ZPOS,nan,-1,Constant
face XROT,-4.686375641734168,8.925440789332309e-05,Stationary
face YROT,nan,-1,Constant
face ZROT,nan,-1,Constant
shoulder.L XPOS,nan,-1,Constant
shoulder.L YPOS,nan,-1,Constant
shoulder.L ZPOS,nan,-1,Constant
shoulder.L XROT,-5.8623380758972665,3.3873980002778786e-07,Stationary
shoulder.L YROT,-5.01435059553577,2.0786660191483994e-05,Stationary
shoulder.L ZROT,-5.9926250823189955,1.7311227500493435e-07,Stationary
upper_arm.L XPOS,nan,-1,Constant
upper_arm.L YPOS,nan,-1,Constant
upper_arm.L ZPOS,nan,-1,Constant
upper_arm.L XROT,-5.815498874737768,4.302113691119422e-07,Stationary
upper_arm.L YROT,-4.895497246768268,3.5585040032448865e-05,Stationary
upper_arm.L ZROT,-5.450197864492851,2.654926053582361e-06,Stationary
forearm.L XPOS,nan,-1,Constant
forearm.L YPOS,nan,-1,Constant
forearm.L ZPOS,nan,-1,Constant
forearm.L XROT,-3.069258366113032,0.02891344765609862,Stationary
forearm.L YROT,-3.412386592132148,0.010543791734390195,Stationary
forearm.L ZROT,-4.041965544929813,0.0012060262959721721,Stationary
shoulder.R XPOS,nan,-1,Constant
