Variable,ADF Statistic,p-value,ADF Stationarity
pelvis XPOS,-1.2463331151938393,0.6533537856630512,Non-Stationary
pelvis YPOS,-3.826675736407458,0.002645880577732958,Stationary
pelvis ZPOS,-3.726525292367777,0.0037551500938109105,Stationary
pelvis XROT,nan,-1,Constant
pelvis YROT,nan,-1,Constant
pelvis ZROT,-1.7389199013750107,0.4111794901240417,Non-Stationary
spine XPOS,nan,-1,Constant
spine YPOS,nan,-1,Constant
spine ZPOS,nan,-1,Constant
spine XROT,-2.358107755779088,0.15391082348481544,Non-Stationary
spine YROT,-2.239891477764013,0.19208690635283504,Non-Stationary
spine ZROT,-1.9158381330059036,0.32464742647299516,Non-Stationary
spine.001 XROT,-4.2489206557162,0.0005439260688858127,Stationary
spine.001 YROT,-2.2887008628839847,0.17563806824901346,Non-Stationary
spine.001 ZROT,-2.3249760433431,0.1640391716470806,Non-Stationary
neck XPOS,nan,-1,Constant
neck YPOS,nan,-1,Constant
neck ZPOS,nan,-1,Constant
neck XROT,-4.411295395101504,0.0002834638625213348,Stationary
neck YROT,-2.065216135916159,0.2587293491374245,Non-Stationary
neck ZROT,-2.039977533939378,0.26932396716449813,Non-Stationary
face XPOS,nan,-1,Constant
face YPOS,nan,-1,Constant
face ZPOS,nan,-1,Constant
face XROT,-4.152617793967714,0.0007917390306752173,Stationary
face YROT,nan,-1,Constant
face ZROT,nan,-1,Constant
shoulder.L XPOS,nan,-1,Constant
shoulder.L YPOS,nan,-1,Constant
shoulder.L ZPOS,nan,-1,Constant
shoulder.L XROT,-2.914141314456131,0.043728094901040765,Stationary
shoulder.L YROT,-5.0296163371706735,1.9384952731674233e-05,Stationary
shoulder.L ZROT,-2.915140228783979,0.04361551011649472,Stationary
upper_arm.L XPOS,nan,-1,Constant
upper_arm.L YPOS,nan,-1,Constant
upper_arm.L ZPOS,nan,-1,Constant
upper_arm.L XROT,-3.1231050393119135,0.024889894814896608,Stationary
upper_arm.L YROT,-3.4717941996679618,0.008741724545558261,Stationary
upper_arm.L ZROT,-2.7983745993002276,0.05850632034971419,Non-Stationary
forearm.L XPOS,nan,-1,Constant
forearm.L YPOS,nan,-1,Constant
forearm.L ZPOS,nan,-1,Constant
forearm.L XROT,-3.0092352511113214,0.03404089871183151,Stationary
forearm.L YROT,-2.6271817056451994,0.0875084780785364,Non-Stationary
forearm.L ZROT,-2.8518903794340917,0.05123534267296213,Non-Stationary
shoulder.R XPOS,nan,-1,Constant
shoulder.R YPOS,nan,-1,Constant
shoulder.R ZPOS,nan,-1,Constant
shoulder.R XROT,-2.914202457956466,0.04372119665801032,Stationary
shoulder.R YROT,-4.990021836214497,2.322473705878662e-05,Stationary
shoulder.R ZROT,-2.913514612864592,0.04379885188529529,Stationary
upper_arm.R XPOS,nan,-1,Constant
upper_arm.R YPOS,nan,-1,Constant
upper_arm.R ZPOS,nan,-1,Constant
upper_arm.R XROT,-3.18391384272126,0.020934895835808,Stationary
upper_arm.R YROT,-2.044225480069304,0.2675245352237312,Non-Stationary
upper_arm.R ZROT,-3.2268677861759447,0.018481198323239984,Stationary
forearm.R XPOS,nan,-1,Constant
forearm.R YPOS,nan,-1,Constant
forearm.R ZPOS,nan,-1,Constant
forearm.R XROT,-3.202878702940532,0.019818652110191615,Stationary
forearm.R YROT,-2.6677578715219052,0.07978566072270304,Non-Stationary
forearm.R ZROT,-4.576007057718907,0.00014298160742717933,Stationary
pelvis.L XPOS,nan,-1,Constant
pelvis.L YPOS,nan,-1,Constant
pelvis.L ZPOS,nan,-1,Constant
pelvis.L XROT,-0.6467026123868718,0.8600761975832738,Non-Stationary
pelvis.L YROT,nan,-1,Constant
pelvis.L ZROT,nan,-1,Constant
pelvis.R XPOS,nan,-1,Constant
pelvis.R YPOS,nan,-1,Constant
pelvis.R ZPOS,nan,-1,Constant
pelvis.R XROT,-0.6465690522391909,0.8601084029186119,Non-Stationary
pelvis.R YROT,nan,-1,Constant
pelvis.R ZROT,nan,-1,Constant
thigh.L XPOS,nan,-1,Constant
thigh.L YPOS,nan,-1,Constant
thigh.L ZPOS,-0.6417812899545691,0.8612589888881796,Non-Stationary
thigh.L XROT,-2.3124232495456036,0.16799252614719073,Non-Stationary
thigh.L YROT,-2.339648263041342,0.1594991824202605,Non-Stationary
thigh.L ZROT,-2.608467705608149,0.09125976369259392,Non-Stationary
shin.L XPOS,nan,-1,Constant
shin.L YPOS,nan,-1,Constant
shin.L ZPOS,nan,-1,Constant
shin.L XROT,-3.1730064197866064,0.02160131407193737,Stationary
shin.L YROT,-2.513834710516968,0.11214437496815732,Non-Stationary
shin.L ZROT,-3.1291237957117612,0.024471635337099108,Stationary
foot.L XROT,-2.710892574177919,0.07217227018669997,Non-Stationary
foot.L YROT,-1.8675549458650358,0.347474784704079,Non-Stationary
foot.L ZROT,-2.0431000513418374,0.268000632165437,Non-Stationary
heel.02.L XROT,-1.6575085247444257,0.4531275090679288,Non-Stationary
heel.02.L YROT,-1.812927944848027,0.3740624795808223,Non-Stationary
heel.02.L ZROT,-2.246327492665325,0.18986271884067857,Non-Stationary
thigh.R XPOS,nan,-1,Constant
thigh.R YPOS,nan,-1,Constant
thigh.R ZPOS,-0.6566880888791884,0.8576516849093148,Non-Stationary
thigh.R XROT,-2.5043869750056293,0.11441057196090354,Non-Stationary
thigh.R YROT,-1.9178306144232173,0.3237200763547032,Non-Stationary
thigh.R ZROT,-2.543212807381994,0.10531098205639666,Non-Stationary
shin.R XPOS,nan,-1,Constant
shin.R YPOS,nan,-1,Constant
shin.R ZPOS,nan,-1,Constant
shin.R XROT,-3.488216141902573,0.008294936331379406,Stationary
shin.R YROT,-2.736465219283277,0.06793794396679118,Non-Stationary
shin.R ZROT,-3.201986021884108,0.01987000790069244,Stationary
foot.R XROT,-3.6193057543796763,0.00540249012906654,Stationary
foot.R YROT,-1.496124419425953,0.5354276545797517,Non-Stationary
foot.R ZROT,-1.8356652782978766,0.3629040821930373,Non-Stationary
heel.02.R XROT,-1.7709742287706374,0.39496439243091197,Non-Stationary
heel.02.R YROT,-1.5186503506391882,0.5242659329318641,Non-Stationary
heel.02.R ZROT,-1.218029685390362,0.665792108661666,Non-Stationary
