Variable,ADF Statistic,p-value,ADF Stationarity
pelvis XPOS,-7.438299056754599,6.10019733994569e-11,Stationary
pelvis YPOS,-5.393851962948668,3.489384898476169e-06,Stationary
pelvis ZPOS,-4.480735726340643,0.00021301596260045962,Stationary
pelvis XROT,nan,-1,Constant
pelvis YROT,nan,-1,Constant
pelvis ZROT,-7.73779842204178,1.0819391220251112e-11,Stationary
spine XPOS,nan,-1,Constant
spine YPOS,nan,-1,Constant
spine ZPOS,nan,-1,Constant
spine XROT,-3.6810782928347088,0.004387315475570558,Stationary
spine YROT,-5.981941856310334,1.829714331756658e-07,Stationary
spine ZROT,-5.750898352736227,5.970004949527635e-07,Stationary
spine.001 XROT,-7.085963450585258,4.537871456006256e-10,Stationary
spine.001 YROT,-7.45023224341693,5.696127048869821e-11,Stationary
spine.001 ZROT,-7.488883878754422,4.5611362874018735e-11,Stationary
neck XPOS,nan,-1,Constant
neck YPOS,nan,-1,Constant
neck ZPOS,nan,-1,Constant
neck XROT,-3.792503233631946,0.0029849548008791926,Stationary
neck YROT,-7.42296951177785,6.661279055901063e-11,Stationary
neck ZROT,-7.8913497600746245,4.427842384801747e-12,Stationary
face XPOS,nan,-1,Constant
face YPOS,nan,-1,Constant
face ZPOS,nan,-1,Constant
face XROT,-3.998148587339342,0.0014202368804281064,Stationary
face YROT,nan,-1,Constant
face ZROT,nan,-1,Constant
shoulder.L XPOS,nan,-1,Constant
shoulder.L YPOS,nan,-1,Constant
shoulder.L ZPOS,nan,-1,Constant
shoulder.L XROT,-5.800533307008999,4.6423553363775083e-07,Stationary
shoulder.L YROT,-6.801011282469146,2.237118594546667e-09,Stationary
shoulder.L ZROT,-6.297616895069413,3.4746353411672255e-08,Stationary
upper_arm.L XPOS,nan,-1,Constant
upper_arm.L YPOS,nan,-1,Constant
upper_arm.L ZPOS,nan,-1,Constant
upper_arm.L XROT,-3.929687184462018,0.0018269099052252173,Stationary
upper_arm.L YROT,-5.250003937766439,6.944306165831742e-06,Stationary
upper_arm.L ZROT,-3.947956253773237,0.0017089338106841363,Stationary
forearm.L XPOS,nan,-1,Constant
forearm.L YPOS,nan,-1,Constant
forearm.L ZPOS,nan,-1,Constant
